,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,CANTIDAD
1889,VALLE,CALI (CT),76001000,CORTOPUNZANTES,6/02/2010,FEMENINO,ADULTOS,1
1890,HUILA,PALERMO,41524000,NO REPORTADO,6/02/2010,MASCULINO,MENORES,1
1891,SANTANDER,BARRANCABERMEJA,68081000,NO REPORTADO,6/02/2010,FEMENINO,ADULTOS,1
1892,ANTIOQUIA,BELLO,5088000,NO REPORTA,6/02/2010,FEMENINO,ADULTOS,1
1893,ANTIOQUIA,BELLO,5088000,NO REPORTA,6/02/2010,MASCULINO,ADULTOS,1
1894,SUCRE,SINCELEJO (CT),70001000,NO REPORTA,6/02/2010,FEMENINO,ADULTOS,1
1895,VALLE,GUADALAJARA DE BUGA,76111000,NO REPORTA,6/02/2010,FEMENINO,ADULTOS,1
1896,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,7/02/2010,FEMENINO,ADULTOS,1
1897,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,7/02/2010,MASCULINO,ADULTOS,1
1898,CALDAS,MANIZALES (CT),17001000,ARMA BLANCA / CORTOPUNZANTE,7/02/2010,FEMENINO,ADULTOS,1
1899,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,7/02/2010,FEMENINO,ADULTOS,1
1900,VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,7/02/2010,FEMENINO,ADULTOS,1
1901,VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,7/02/2010,FEMENINO,ADULTOS,1
1902,META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,7/02/2010,FEMENINO,ADULTOS,1
1903,AMAZONAS,LETICIA (CT),91001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1904,ANTIOQUIA,APARTADÓ,5045000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1905,ANTIOQUIA,ITAGUI,5360000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1906,ANTIOQUIA,MEDELLÍN (CT),5001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1907,ARAUCA,ARAUCA (CT),81001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1908,ATLÁNTICO,SABANALARGA,8638000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,2
1909,ATLÁNTICO,SOLEDAD,8758000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1910,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,3
1911,BOYACÁ,CHIQUINQUIRÁ,15176000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1912,BOYACÁ,CHITARAQUE,15185000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1913,BOYACÁ,DUITAMA,15238000,CONTUNDENTES,7/02/2010,FEMENINO,ADOLESCENTES,1
1914,BOYACÁ,DUITAMA,15238000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,4
1915,BOYACÁ,SOGAMOSO,15759000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1916,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,2
1917,BOYACÁ,TUNUNGUÁ,15832000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1918,CALDAS,MANIZALES (CT),17001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1919,CALDAS,RIOSUCIO,17614000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1920,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,2
1921,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,7/02/2010,MASCULINO,ADULTOS,1
1922,CASANARE,AGUAZUL,85010000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1923,CASANARE,PAZ DE ARIPORO,85250000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1924,CASANARE,PORE,85263000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1925,CESAR,AGUACHICA,20011000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,2
1926,CESAR,VALLEDUPAR (CT),20001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,4
1927,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,7/02/2010,FEMENINO,ADOLESCENTES,2
1928,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,9
1929,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,7/02/2010,MASCULINO,ADULTOS,2
1930,CUNDINAMARCA,VERGARA,25862000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1931,GUAJIRA,RIOHACHA (CT),44001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1932,HUILA,GARZÓN,41298000,CONTUNDENTES,7/02/2010,MASCULINO,ADULTOS,1
1933,HUILA,GIGANTE,41306000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1934,HUILA,NEIVA (CT),41001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1935,MAGDALENA,SANTA MARTA (CT),47001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,2
1936,META,CUMARAL,50226000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1937,META,GRANADA,50313000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,2
1938,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,5
1939,NARIÑO,IPIALES,52356000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1940,NORTE DE SANTANDER,BOCHALEMA,54099000,CONTUNDENTES,7/02/2010,MASCULINO,ADOLESCENTES,1
1941,NORTE DE SANTANDER,CÚCUTA (CT),54001000,CONTUNDENTES,7/02/2010,FEMENINO,ADOLESCENTES,1
1942,NORTE DE SANTANDER,CÚCUTA (CT),54001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,2
1943,RISARALDA,DOSQUEBRADAS,66170000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,2
1944,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,5
1945,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,7/02/2010,MASCULINO,ADULTOS,1
1946,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1947,SANTANDER,CHARALÁ,68167000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1948,SANTANDER,CONTRATACIÓN,68211000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1949,SANTANDER,FLORIDABLANCA,68276000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,2
1950,SUCRE,SAN MARCOS,70708000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1951,SUCRE,SINCELEJO (CT),70001000,CONTUNDENTES,7/02/2010,MASCULINO,ADULTOS,1
1952,VALLE,BUENAVENTURA,76109000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1953,VALLE,CALI (CT),76001000,CONTUNDENTES,7/02/2010,FEMENINO,ADOLESCENTES,1
1954,VALLE,CALI (CT),76001000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,13
1955,VALLE,CALI (CT),76001000,CONTUNDENTES,7/02/2010,MASCULINO,ADULTOS,2
1956,VALLE,FLORIDA,76275000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1957,VALLE,PALMIRA,76520000,CONTUNDENTES,7/02/2010,MASCULINO,ADULTOS,2
1958,VALLE,TULUÁ,76834000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,2
1959,VALLE,YUMBO,76892000,CONTUNDENTES,7/02/2010,FEMENINO,ADULTOS,1
1960,ANTIOQUIA,NECOCLÍ,5490000,CORTOPUNZANTES,7/02/2010,FEMENINO,ADULTOS,1
1961,CESAR,VALLEDUPAR (CT),20001000,CORTOPUNZANTES,7/02/2010,FEMENINO,ADULTOS,1
1962,ATLÁNTICO,BARRANQUILLA (CT),8001000,NO REPORTADO,7/02/2010,MASCULINO,ADULTOS,1
1963,GUAJIRA,RIOHACHA (CT),44001000,NO REPORTADO,7/02/2010,FEMENINO,ADULTOS,1
1964,NARIÑO,TÚQUERRES,52838000,NO REPORTADO,7/02/2010,FEMENINO,ADULTOS,1
1965,QUINDÍO,ARMENIA (CT),63001000,NO REPORTADO,7/02/2010,FEMENINO,ADULTOS,1
1966,SUCRE,SAN MARCOS,70708000,NO REPORTADO,7/02/2010,FEMENINO,ADULTOS,1
1967,SUCRE,SANTIAGO DE TOLÚ,70820000,NO REPORTADO,7/02/2010,FEMENINO,ADULTOS,1
1968,SUCRE,SINCELEJO (CT),70001000,NO REPORTADO,7/02/2010,MASCULINO,ADULTOS,1
1969,VALLE,BUENAVENTURA,76109000,NO REPORTADO,7/02/2010,FEMENINO,ADULTOS,1
1970,ANTIOQUIA,MEDELLÍN (CT),5001000,NO REPORTA,7/02/2010,MASCULINO,ADULTOS,1
1971,QUINDÍO,ARMENIA (CT),63001000,NO REPORTA,7/02/2010,FEMENINO,ADULTOS,2
1972,SUCRE,EL ROBLE,70233000,NO REPORTA,7/02/2010,FEMENINO,ADULTOS,1
1973,ATLÁNTICO,REPELÓN,8606000,ARMA BLANCA / CORTOPUNZANTE,8/02/2010,FEMENINO,ADULTOS,1
1974,CAQUETÁ,FLORENCIA (CT),18001000,ARMA BLANCA / CORTOPUNZANTE,8/02/2010,FEMENINO,ADOLESCENTES,1
1975,GUAJIRA,SAN JUAN DEL CESAR,44650000,ARMA BLANCA / CORTOPUNZANTE,8/02/2010,FEMENINO,ADULTOS,1
1976,ANTIOQUIA,MEDELLÍN (CT),5001000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1977,ATLÁNTICO,BARRANQUILLA (CT),8001000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1978,ATLÁNTICO,SOLEDAD,8758000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1979,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1980,BOYACÁ,BELÉN,15087000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1981,BOYACÁ,CHIQUINQUIRÁ,15176000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1982,BOYACÁ,MONGUA,15464000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1983,BOYACÁ,MONIQUIRÁ,15469000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1984,BOYACÁ,SANTA ROSA DE VITERBO,15693000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1985,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,2
1986,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,2
1987,CASANARE,AGUAZUL,85010000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1988,CASANARE,PAZ DE ARIPORO,85250000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1989,CASANARE,PORE,85263000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1990,CASANARE,SABANALARGA,85300000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1991,CASANARE,YOPAL (CT),85001000,CONTUNDENTES,8/02/2010,MASCULINO,ADULTOS,1
1992,CESAR,VALLEDUPAR (CT),20001000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1993,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,7
1994,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,8/02/2010,FEMENINO,MENORES,1
1995,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,8/02/2010,MASCULINO,ADULTOS,1
1996,CUNDINAMARCA,FACATATIVÁ,25269000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1997,CUNDINAMARCA,FACATATIVÁ,25269000,CONTUNDENTES,8/02/2010,MASCULINO,ADULTOS,1
1998,CUNDINAMARCA,FUSAGASUGÁ,25290000,CONTUNDENTES,8/02/2010,FEMENINO,ADULTOS,1
1999,CUNDINAMARCA,FUSAGASUGÁ,25290000,CONTUNDENTES,8/02/2010,MASCULINO,ADULTOS,1
